ENTREZ_GENE_ID	HUGO_GENE_SYMBOL	GENETIC_ENTITY_ID	TYPE
100420786	CNTNAP3P5	31535	pseudo
100420787	CNTNAP3P1	31536	pseudo
100420788	LOC100420788	44941	pseudo
100420789	LOC100420789	44942	pseudo
100420790	LOC100420790	44943	pseudo
100420792	NDFIP1P1	31537	pseudo
100420794	LOC100420794	44944	pseudo
100420797	LOC100420797	44945	pseudo
100420798	LOC100420798	44946	pseudo
100420800	LOC100420800	44947	pseudo
100420801	LOC100420801	44948	pseudo
100420802	LOC100420802	44949	pseudo
100420803	LOC100420803	44950	pseudo
100420804	LOC100420804	44951	pseudo
100420811	C2ORF27AP1	31538	pseudo
100420818	LOC100420818	44952	pseudo
100420821	LOC100420821	44953	pseudo
100420827	NPAP1P1	31539	pseudo
100420828	LOC100420828	44954	pseudo
100420829	NPAP1P2	31540	pseudo
100420830	NPAP1P3	31541	pseudo
100420831	LOC100420831	44955	pseudo
100420832	LOC100420832	44956	pseudo
100420833	FGFR3P4	31542	pseudo
100420834	SRRM1P2	31543	pseudo
100420839	LOC100420839	44957	pseudo
100420841	KATNBL1P5	31544	pseudo
100420843	KNOP1P4	31545	pseudo
100420845	LOC100420845	44958	pseudo
100420848	LOC100420848	44959	pseudo
100420850	LOC100420850	44960	pseudo
100420851	LOC100420851	44961	pseudo
100420852	LOC100420852	44962	pseudo
100420853	LOC100420853	44963	pseudo
100420854	SPDYE22P	31546	pseudo
100420859	C2ORF69P4	31547	pseudo
100420863	LOC100420863	44964	pseudo
100420864	LOC100420864	44965	pseudo
100420869	LOC100420869	44966	pseudo
100420872	LOC100420872	44967	pseudo
100420875	FAM204BP	31548	pseudo
100420877	SLC25A39P1	31549	pseudo
100420878	LOC100420878	44968	pseudo
100420879	LOC100420879	44969	pseudo
100420880	LOC100420880	44970	pseudo
100420881	FGFR3P6	31550	pseudo
100420885	LOC100420885	44971	pseudo
100420886	RNFT1P1	31551	pseudo
100420887	LOC100420887	44972	pseudo
100420888	LOC100420888	44973	pseudo
100420889	LOC100420889	44974	pseudo
100420890	LOC100420890	44975	pseudo
100420892	LOC100420892	44976	pseudo
100420893	LOC100420893	44977	pseudo
100420895	LOC100420895	44978	pseudo
100420896	LOC100420896	44979	pseudo
100420897	LOC100420897	44980	pseudo
100420898	KNOP1P2	31552	pseudo
100420899	LOC100420899	44981	pseudo
100420900	PRXL2AP1	31553	pseudo
100420901	HAUS8P1	31554	pseudo
100420902	LOC100420902	44982	pseudo
100420904	LOC100420904	44983	pseudo
100420907	LOC100420907	44984	pseudo
100420909	TMEM251P1	31555	pseudo
100420910	PRMT1P1	31556	pseudo
100420911	LOC100420911	44985	pseudo
100420916	FAM204CP	31557	pseudo
100420919	KATNBL1P1	31558	pseudo
100420920	ZDHHC4P1	31559	pseudo
100420921	AMMECR1LP1	31560	pseudo
100420924	RNF6P1	31561	pseudo
100420925	LOC100420925	44986	pseudo
100420926	ZEB2P1	31562	pseudo
100420927	PRMT5P1	31563	pseudo
100420928	LOC100420928	44987	pseudo
100420929	LOC100420929	44988	pseudo
100420930	LOC100420930	44989	pseudo
100420939	LOC100420939	44990	pseudo
100420940	LOC100420940	44991	pseudo
100420941	BTN1A1P1	31564	pseudo
100420944	LOC100420944	44992	pseudo
100420946	KATNBL1P3	31565	pseudo
100420948	LOC100420948	44993	pseudo
100420949	LOC100420949	44994	pseudo
100420950	MRPL37P1	31566	pseudo
100420951	LOC100420951	44995	pseudo
100420952	FGFR3P5	31567	pseudo
100420954	LOC100420954	44996	pseudo
100420955	LOC100420955	44997	pseudo
100420957	LOC100420957	44998	pseudo
100420958	LOC100420958	44999	pseudo
100420963	FAM204DP	31568	pseudo
100420966	LOC100420966	45000	pseudo
100420967	LOC100420967	45001	pseudo
100420968	LYARP1	31569	pseudo
100420972	ZFYVE9P2	31570	pseudo
100420975	GMCL1P2	31571	pseudo
100420981	LOC100420981	45002	pseudo
100420982	LOC100420982	45003	pseudo
100420983	LOC100420983	45004	pseudo
100420990	LOC100420990	45005	pseudo
100421002	HAVCR1P2	31572	pseudo
100421006	LOC100421006	45006	pseudo
100421008	SLC9B1P3	31573	pseudo
100421009	LOC100421009	45007	pseudo
100421010	LOC100421010	45008	pseudo
100421018	AMZ2P2	31574	pseudo
100421022	LOC100421022	45009	pseudo
100421023	LOC100421023	45010	pseudo
100421028	LOC100421028	45011	pseudo
100421029	LOC100421029	45012	pseudo
100421031	LOC100421031	45013	pseudo
100421039	LOC100421039	45014	pseudo
100421043	LOC100421043	45015	pseudo
100421045	BCAS2P2	31575	pseudo
100421046	SOD2P1	31576	pseudo
100421047	RBMX2P3	31577	pseudo
100421053	RIPPLY3P1	31578	pseudo
100421055	ZMYND19P1	31579	pseudo
100421057	GSTM3P2	31580	pseudo
100421058	PABPC1P11	31581	pseudo
100421061	LOC100421061	45016	pseudo
100421064	LOC100421064	45017	pseudo
100421071	LOC100421071	45018	pseudo
100421072	COQ10BP2	31582	pseudo
100421074	LOC100421074	45019	pseudo
100421075	RCC2P2	31583	pseudo
100421087	LOC100421087	45020	pseudo
100421090	RCC2P4	31584	pseudo
100421091	LOC100421091	45021	pseudo
100421092	LOC100421092	45022	pseudo
100421093	LOC100421093	45023	pseudo
100421094	LOC100421094	45024	pseudo
100421096	NCAPGP1	31585	pseudo
100421097	ALG1L12P	31586	pseudo
100421100	LOC100421100	45025	pseudo
100421108	LOC100421108	45026	pseudo
100421109	LOC100421109	45027	pseudo
100421110	LOC100421110	45028	pseudo
100421113	CROCCP4	31587	pseudo
100421114	CROCCP5	31588	pseudo
100421116	LOC100421116	45029	pseudo
100421121	LOC100421121	45030	pseudo
100421122	LOC100421122	45031	pseudo
100421123	PGBD4P5	31589	pseudo
100421125	SMC4P1	31590	pseudo
100421126	LOC100421126	45032	pseudo
100421129	IFNL3P1	31591	pseudo
100421130	LOC100421130	45033	pseudo
100421131	RCC2P6	31592	pseudo
100421133	PGAM5P1	31593	pseudo
100421136	PGBD4P3	31594	pseudo
100421137	DPPA2P1	31595	pseudo
100421141	LOC100421141	45034	pseudo
100421142	LOC100421142	45035	pseudo
100421143	ELL2P2	31596	pseudo
100421146	PGBD4P4	31597	pseudo
100421148	NCAPGP2	31598	pseudo
100421150	COQ10BP1	31599	pseudo
100421153	DLEC1P1	31600	pseudo
100421154	LOC100421154	45036	pseudo
100421156	DPPA4P1	31601	pseudo
100421158	LOC100421158	45037	pseudo
100421160	LOC100421160	45038	pseudo
100421161	LOC100421161	45039	pseudo
100421165	LOC100421165	45040	pseudo
100421166	SEC24AP1	31602	pseudo
100421167	SCML2P1	31603	pseudo
100421169	LOC100421169	45041	pseudo
100421171	LOC100421171	45042	pseudo
100421172	SCML2P2	31604	pseudo
100421173	LOC100421173	45043	pseudo
100421174	LOC100421174	45044	pseudo
100421175	NCAPD2P1	31605	pseudo
100421177	TDGF1P1	31606	pseudo
100421178	PGAM4P1	31607	pseudo
100421179	LOC100421179	45045	pseudo
100421180	PGBD4P6	31608	pseudo
100421182	PGBD4P7	31609	pseudo
100421184	LOC100421184	45046	pseudo
100421185	PGBD4P8	31610	pseudo
100421188	GAPDHP57	31611	pseudo
100421189	GAPDHP49	31612	pseudo
100421194	PDK1P1	31613	pseudo
100421197	LOC100421197	45047	pseudo
100421198	LAMP1P1	31614	pseudo
100421201	LOC100421201	45048	pseudo
100421202	LOC100421202	45049	pseudo
100421204	LOC100421204	45050	pseudo
100421207	LOC100421207	45051	pseudo
100421217	USP9YP5	31615	pseudo
100421219	USP9YP8	31616	pseudo
100421220	USP9YP9	31617	pseudo
100421222	USP9YP10	31618	pseudo
100421224	USP9YP11	31619	pseudo
100421226	RABEPKP1	31620	pseudo
100421228	PGBD4P2	31621	pseudo
100421232	GAPDHP56	31622	pseudo
100421235	LOC100421235	45052	pseudo
100421236	GAPDHP50	31623	pseudo
100421238	LOC100421238	45053	pseudo
100421239	FANCD2P1	31624	pseudo
100421245	NIP7P3	31625	pseudo
100421246	LOC100421246	45054	pseudo
100421248	LOC100421248	45055	pseudo
100421250	LOC100421250	45056	pseudo
100421256	LOC100421256	45057	pseudo
100421257	LOC100421257	45058	pseudo
100421258	LOC100421258	45059	pseudo
100421259	LOC100421259	45060	pseudo
100421267	LOC100421267	45061	pseudo
100421269	LOC100421269	45062	pseudo
100421271	GAPDHP51	31626	pseudo
100421273	LOC100421273	45063	pseudo
100421279	LOC100421279	45064	pseudo
100421281	LOC100421281	45065	pseudo
100421287	LOC100421287	45066	pseudo
100421288	LOC100421288	45067	pseudo
100421289	LOC100421289	45068	pseudo
100421292	LOC100421292	45069	pseudo
100421293	LOC100421293	45070	pseudo
100421294	LOC100421294	45071	pseudo
100421295	PRPS1P2	31627	pseudo
100421296	SRSF11P1	31628	pseudo
100421300	LOC100421300	45072	pseudo
100421303	LOC100421303	45073	pseudo
100421306	LOC100421306	45074	pseudo
100421307	DDX43P1	31629	pseudo
100421308	LOC100421308	45075	pseudo
100421309	LOC100421309	45076	pseudo
100421311	BRCC3P1	31630	pseudo
100421313	GAPDHP52	31631	pseudo
100421318	GAPDHP53	31632	pseudo
100421319	GAPDHP54	31633	pseudo
100421323	HNRNPRP3	31634	pseudo
100421324	GAPDHP55	31635	pseudo
100421328	DDX50P2	31636	pseudo
100421330	LOC100421330	45077	pseudo
100421331	SAMD11P1	31637	pseudo
100421332	LOC100421332	45078	pseudo
100421336	LOC100421336	45079	pseudo
100421338	CNOT7P1	31638	pseudo
100421340	FNDC3CP	31639	pseudo
100421341	UBE2V2P3	31640	pseudo
100421343	LOC100421343	45080	pseudo
100421344	LOC100421344	45081	pseudo
100421347	LOC100421347	45082	pseudo
100421349	LOC100421349	45083	pseudo
100421350	TCEA1P4	31641	pseudo
100421351	HNRNPA1P14	31642	pseudo
100421353	HNRNPA1P15	31643	pseudo
100421354	HNRNPRP2	31644	pseudo
100421357	HNRNPA3P7	31645	pseudo
100421358	LOC100421358	45084	pseudo
100421361	LOC100421361	45085	pseudo
100421362	LOC100421362	45086	pseudo
100421363	ANKRD20A17P	31646	pseudo
100421364	LOC100421364	45087	pseudo
100421368	LOC100421368	45088	pseudo
100421369	DDX20P1	31647	pseudo
100421371	DDX10P1	31648	pseudo
100421372	LOC100421372	45089	pseudo
100421374	MPRIPP1	31649	pseudo
100421376	HNRNPA1P17	31650	pseudo
100421378	HNRNPA1P77	31651	pseudo
100421379	HNRNPA1P37	31652	pseudo
100421384	HNRNPA1P38	31653	pseudo
100421385	LOC100421385	45090	pseudo
100421386	LOC100421386	45091	pseudo
100421387	LOC100421387	45092	pseudo
100421389	HNRNPA1P9	31654	pseudo
100421390	EIF5P1	31655	pseudo
100421391	EIF5P2	31656	pseudo
100421395	HNRNPA3P12	31657	pseudo
100421397	HNRNPA1P68	31658	pseudo
100421398	HNRNPA1P54	31659	pseudo
100421399	HNRNPA1P46	31660	pseudo
100421400	LOC100421400	45093	pseudo
100421401	LOC100421401	45094	pseudo
100421402	LOC100421402	45095	pseudo
100421404	LOC100421404	45096	pseudo
100421409	LOC100421409	45097	pseudo
100421413	HNRNPA3P10	31661	pseudo
100421414	LOC100421414	45098	pseudo
100421415	HNRNPA3P9	31662	pseudo
100421417	LOC100421417	45099	pseudo
100421419	LOC100421419	45100	pseudo
100421420	TPT1P5	31663	pseudo
100421422	ANKRD20A10P	31664	pseudo
100421424	HNRNPA1P29	31665	pseudo
100421427	ANKRD20A16P	31666	pseudo
100421428	RNGTTP1	31667	pseudo
100421429	RTEL1P1	31668	pseudo
100421430	HNRNPA1P74	31669	pseudo
100421431	HNRNPA3P11	31670	pseudo
100421432	HNRNPA1P44	31671	pseudo
100421433	HNRNPA1P71	31672	pseudo
100421436	UBE2FP1	31673	pseudo
100421437	LOC100421437	45101	pseudo
100421438	LOC100421438	45102	pseudo
100421439	TPT1P3	31674	pseudo
100421444	LOC100421444	45103	pseudo
100421446	LOC100421446	45104	pseudo
100421451	HNRNPA3P16	31675	pseudo
100421455	EIF4EP4	31676	pseudo
100421462	LOC100421462	45105	pseudo
100421465	LOC100421465	45106	pseudo
100421468	LOC100421468	45107	pseudo
100421471	LOC100421471	45108	pseudo
100421472	LOC100421472	45109	pseudo
100421473	TVP23BP2	31677	pseudo
100421474	LOC100421474	45110	pseudo
100421478	FAM71BP1	31678	pseudo
100421479	HTR1DP1	31679	pseudo
100421480	TPT1P12	31680	pseudo
100421482	LOC100421482	45111	pseudo
100421483	LOC100421483	45112	pseudo
100421484	MARK2P11	31681	pseudo
100421485	MARK2P5	31682	pseudo
100421487	CCNQP2	31683	pseudo
100421490	LOC100421490	45113	pseudo
100421493	LOC100421493	45114	pseudo
100421494	LOC100421494	45115	pseudo
100421495	ACTR6P1	31684	pseudo
100421496	MARK2P4	31685	pseudo
100421498	MARK2P8	31686	pseudo
100421499	MARK2P17	31687	pseudo
100421500	MARK2P6	31688	pseudo
100421501	MARK2P1	31689	pseudo
100421502	MARK2P2	31690	pseudo
100421503	MARK3P2	31691	pseudo
100421504	LOC100421504	45116	pseudo
100421505	LOC100421505	45117	pseudo
100421506	ILF2P1	31692	pseudo
100421507	MARK2P3	31693	pseudo
100421508	LOC100421508	45118	pseudo
100421509	LARP7P4	31694	pseudo
100421510	LOC100421510	45119	pseudo
100421511	LOC100421511	45120	pseudo
100421512	RBPMS2P1	31695	pseudo
100421513	LOC100421513	45121	pseudo
100421515	BMPR1AP1	31696	pseudo
100421517	LOC100421517	45122	pseudo
100421518	LOC100421518	45123	pseudo
100421523	LOC100421523	45124	pseudo
100421525	LOC100421525	45125	pseudo
100421527	LOC100421527	45126	pseudo
100421528	EIF4BP5	31697	pseudo
100421531	MARK2P7	31698	pseudo
100421533	EIF4A1P10	31699	pseudo
100421535	GEMIN8P3	31700	pseudo
100421536	LOC100421536	45127	pseudo
100421537	LOC100421537	45128	pseudo
100421539	SUZ12P2	31701	pseudo
100421541	LOC100421541	45129	pseudo
100421542	DNAJA1P6	31702	pseudo
100421545	EIF4HP2	31703	pseudo
100421548	LOC100421548	45130	pseudo
100421549	RFC5P1	31704	pseudo
100421550	MARK3P1	31705	pseudo
100421558	LOC100421558	45131	pseudo
100421559	LOC100421559	45132	pseudo
100421560	GCNT1P2	31706	pseudo
100421561	LOC100421561	45133	pseudo
100421565	MARK2P12	31707	pseudo
100421566	CCNQP3	31708	pseudo
100421569	LOC100421569	45134	pseudo
100421572	MESTP2	31709	pseudo
100421574	LOC100421574	45135	pseudo
100421577	FAM21EP	31710	pseudo
100421579	EIF4A2P2	31711	pseudo
100421580	LOC100421580	45136	pseudo
100421581	GCNT1P3	31712	pseudo
100421582	PAIP1P1	31713	pseudo
100421583	LOC100421583	45137	pseudo
100421588	SINHCAFP1	31714	pseudo
100421589	LRRC37A7P	31715	pseudo
100421591	LOC100421591	45138	pseudo
100421594	LOC100421594	45139	pseudo
100421595	LOC100421595	45140	pseudo
100421597	LOC100421597	45141	pseudo
100421598	GCNT1P5	31716	pseudo
100421599	TVP23CP1	31717	pseudo
100421601	PPATP2	31718	pseudo
100421602	LOC100421602	45142	pseudo
100421603	LOC100421603	45143	pseudo
100421606	LOC100421606	45144	pseudo
100421610	C4BPAP3	31719	pseudo
100421611	LOC100421611	45145	pseudo
100421614	LOC100421614	45146	pseudo
100421617	LOC100421617	45147	pseudo
100421618	LOC100421618	45148	pseudo
100421620	LOC100421620	45149	pseudo
100421621	FAM187B2P	31720	pseudo
100421622	LOC100421622	45150	pseudo
100421623	LOC100421623	45151	pseudo
100421629	METTL21AP1	31721	pseudo
100421630	LOC100421630	45152	pseudo
100421632	LOC100421632	45153	pseudo
100421633	WARS2P1	31722	pseudo
100421634	CUBNP3	31723	pseudo
100421636	LOC100421636	45154	pseudo
100421637	LOC100421637	45155	pseudo
100421638	CTAGE13P	31724	pseudo
100421641	LOC100421641	45156	pseudo
100421642	LOC100421642	45157	pseudo
100421646	LOC100421646	45158	pseudo
100421648	SUCLA2P3	31725	pseudo
100421651	LOC100421651	45159	pseudo
100421652	PTP4A1P1	31726	pseudo
100421655	LOC100421655	45160	pseudo
100421657	HNRNPDLP4	31727	pseudo
100421658	LOC100421658	45161	pseudo
100421663	LOC100421663	45162	pseudo
100421664	LOC100421664	45163	pseudo
100421667	LOC100421667	45164	pseudo
100421669	LOC100421669	45165	pseudo
100421670	LOC100421670	45166	pseudo
100421671	SUCLG2P1	31728	pseudo
100421672	LOC100421672	45167	pseudo
100421673	LOC100421673	45168	pseudo
100421674	LOC100421674	45169	pseudo
100421675	ARL2BPP9	31729	pseudo
100421681	PTP4A1P7	31730	pseudo
100421684	LOC100421684	45170	pseudo
100421685	LOC100421685	45171	pseudo
100421689	LOC100421689	45172	pseudo
100421690	LOC100421690	45173	pseudo
100421691	LOC100421691	45174	pseudo
100421692	LOC100421692	45175	pseudo
100421693	LOC100421693	45176	pseudo
100421694	GLULP5	31731	pseudo
100421695	BNIP3P10	31732	pseudo
100421696	BNIP3P14	31733	pseudo
100421697	BNIP3P23	31734	pseudo
100421698	BNIP3P24	31735	pseudo
100421699	BNIP3P26	31736	pseudo
100421700	BNIP3P29	31737	pseudo
100421701	BNIP3P39	31738	pseudo
100421702	BNIP3P40	31739	pseudo
100421703	BNIP3P12	31740	pseudo
100421704	BNIP3P17	31741	pseudo
100421705	BNIP3P20	31742	pseudo
100421706	BNIP3P22	31743	pseudo
100421707	BNIP3P25	31744	pseudo
100421708	BNIP3P27	31745	pseudo
100421709	BNIP3P38	31746	pseudo
100421710	BNIP3P8	31747	pseudo
100421712	SUCLG2P3	31748	pseudo
100421716	UBE2Q2P4Y	31749	pseudo
100421717	UBE2Q2P5Y	31750	pseudo
100421718	NEK4P1	31751	pseudo
100421721	LOC100421721	45177	pseudo
100421724	BNIP3P5	31752	pseudo
100421728	NEK4P3	31753	pseudo
100421729	VPS26BP1	31754	pseudo
100421730	LOC100421730	45178	pseudo
100421731	VPS26AP1	31755	pseudo
100421733	EEF1GP6	31756	pseudo
100421734	NEK4P2	31757	pseudo
100421736	BNIP3P3	31758	pseudo
100421737	LOC100421737	45179	pseudo
100421741	ARAFP1	31759	pseudo
100421742	LOC100421742	45180	pseudo
100421746	LOC100421746	45181	pseudo
100421749	LOC100421749	45182	pseudo
100421751	LOC100421751	45183	pseudo
100421754	BNIP3P2	31760	pseudo
100421756	EEF1B2P7	31761	pseudo
100421765	LOC100421765	45184	pseudo
100421766	UBE2Q2P7	31762	pseudo
100421767	UBE2Q2P11	31763	pseudo
100421768	UBE2Q2P12	31764	pseudo
100421769	UBE2Q2P6	31765	pseudo
100421771	UBE2Q2P8	31766	pseudo
100421774	EEF1B2P8	31767	pseudo
100421775	LOC100421775	45185	pseudo
100421776	NIPA2P4	31768	pseudo
100421779	ACSM5P1	31769	pseudo
100421782	LOC100421782	45186	pseudo
100421784	STK24P1	31770	pseudo
100421787	LOC100421787	45187	pseudo
100421788	LOC100421788	45188	pseudo
100421790	PUS7P1	31771	pseudo
100421793	LOC100421793	45189	pseudo
100421794	HNRNPCP6	31772	pseudo
100421795	ST3GAL5P1	31773	pseudo
100421796	EEF1A1P19	31774	pseudo
100421797	EEF1A1P20	31775	pseudo
100421798	LOC100421798	45190	pseudo
100421799	LONRF2P2	31776	pseudo
100421802	LOC100421802	45191	pseudo
100421803	ENPP7P9	31777	pseudo
100421804	ST3GAL1P1	31778	pseudo
100421805	ENPP7P10	31779	pseudo
100421806	ENPP7P11	31780	pseudo
100421807	EEF1A1P21	31781	pseudo
100421808	LOC100421808	45192	pseudo
100421809	LOC100421809	45193	pseudo
100421810	LOC100421810	45194	pseudo
100421811	LOC100421811	45195	pseudo
100421813	ENPP7P2	31782	pseudo
100421815	EEF1A1P23	31783	pseudo
100421816	ENPP7P4	31784	pseudo
100421817	LOC100421817	45196	pseudo
100421819	LOC100421819	45197	pseudo
100421820	EEF1A1P36	31785	pseudo
100421821	LOC100421821	45198	pseudo
100421822	LOC100421822	45199	pseudo
100421823	ENPP7P1	31786	pseudo
100421824	LOC100421824	45200	pseudo
100421825	EEF1A1P37	31787	pseudo
100421827	LONRF2P1	31788	pseudo
100421828	HNRNPCP4	31789	pseudo
100421829	EEF1A1P10	31790	pseudo
100421840	LOC100421840	45201	pseudo
100421842	LOC100421842	45202	pseudo
100421854	EEF1A1P4	31791	pseudo
100421855	LOC100421855	45203	pseudo
100421859	ENPP7P7	31792	pseudo
100421860	ENPP7P8	31793	pseudo
100421861	CBX3P3	31794	pseudo
100421863	LOC100421863	45204	pseudo
100421865	EEF1A1P3	31795	pseudo
100421868	LOC100421868	45205	pseudo
100421870	LOC100421870	45206	pseudo
100421893	LOC100421893	45207	pseudo
100421894	LOC100421894	45208	pseudo
100421901	LOC100421901	45209	pseudo
100421910	LOC100421910	45210	pseudo
100421925	LOC100421925	45211	pseudo
100421926	NACAP9	31796	pseudo
100421943	CBX3P5	31797	pseudo
100421973	ARPC3P4	31798	pseudo
100421975	CBX3P7	31799	pseudo
100421976	LOC100421976	45212	pseudo
100421985	LOC100421985	45213	pseudo
100422013	LOC100422013	45214	pseudo
100422019	EFL1P2	31800	pseudo
100422020	LOC100422020	45215	pseudo
100422021	LOC100422021	45216	pseudo
100422022	LOC100422022	45217	pseudo
100422023	UGT2A3P7	31801	pseudo
100422024	LOC100422024	45218	pseudo
100422026	LOC100422026	45219	pseudo
100422029	LOC100422029	45220	pseudo
100422032	LOC100422032	45221	pseudo
100422044	LOC100422044	45222	pseudo
100422053	LOC100422053	45223	pseudo
100422055	VPS35P1	31802	pseudo
100422059	ABCF2P2	31803	pseudo
100422076	LOC100422076	45224	pseudo
100422088	ASH2LP2	31804	pseudo
100422091	LOC100422091	45225	pseudo
100422094	LOC100422094	45226	pseudo
100422106	LOC100422106	45227	pseudo
100422179	KCTD9P5	31805	pseudo
100422188	LOC100422188	45228	pseudo
100422189	LOC100422189	45229	pseudo
100422190	LOC100422190	45230	pseudo
100422194	LOC100422194	45231	pseudo
100422200	EIF3EP4	31806	pseudo
100422204	LOC100422204	45232	pseudo
100422209	LOC100422209	45233	pseudo
100422212	LOC100422212	45234	pseudo
100422213	LOC100422213	45235	pseudo
100422225	LOC100422225	45236	pseudo
100422227	LOC100422227	45237	pseudo
100422229	MAPRE1P3	31807	pseudo
100422230	KCTD10P1	31808	pseudo
100422232	LOC100422232	45238	pseudo
100422233	LOC100422233	45239	pseudo
100422235	CYP4F36P	31809	pseudo
100422238	CYP4F23P	31810	pseudo
100422241	LOC100422241	45240	pseudo
100422242	KCTD9P4	31811	pseudo
100422243	NPM1P27	31812	pseudo
100422247	CYP4F34P	31813	pseudo
100422249	NPM1P41	31814	pseudo
100422250	SUMO2P11	31815	pseudo
100422254	EBAG9P1	31816	pseudo
100422256	NPM1P23	31817	pseudo
100422259	NPM1P29	31818	pseudo
100422261	NPM1P37	31819	pseudo
100422263	LOC100422263	45241	pseudo
100422264	CYP51A1P3	31820	pseudo
100422265	SUMO2P19	31821	pseudo
100422267	LOC100422267	45242	pseudo
100422268	BRIX1P1	31822	pseudo
100422270	NPM1P44	31823	pseudo
100422271	LOC100422271	45243	pseudo
100422272	NPM1P52	31824	pseudo
100422273	KCTD9P1	31825	pseudo
100422274	LOC100422274	45244	pseudo
100422275	LOC100422275	45245	pseudo
100422284	NPM1P49	31826	pseudo
100422285	LOC100422285	45246	pseudo
100422286	LOC100422286	45247	pseudo
100422287	LOC100422287	45248	pseudo
100422288	CYP4A27P	31827	pseudo
100422289	PSMB7P1	31828	pseudo
100422292	LOC100422292	45249	pseudo
100422294	LOC100422294	45250	pseudo
100422296	LOC100422296	45251	pseudo
100422298	LOC100422298	45252	pseudo
100422299	C1QBPP2	31829	pseudo
100422300	LOC100422300	45253	pseudo
100422305	PSMC1P13	31830	pseudo
100422309	NPM1P43	31831	pseudo
100422310	C1QBPP3	31832	pseudo
100422312	NPM1P24	31833	pseudo
100422313	NPM1P26	31834	pseudo
100422315	LOC100422315	45254	pseudo
100422316	NPM1P45	31835	pseudo
100422317	LOC100422317	45255	pseudo
100422319	LOC100422319	45256	pseudo
100422324	LOC100422324	45257	pseudo
100422325	LOC100422325	45258	pseudo
100422330	QRSL1P2	31836	pseudo
100422334	LOC100422334	45259	pseudo
100422337	LOC100422337	45260	pseudo
100422338	LOC100422338	45261	pseudo
100422339	SDR42E1P5	31837	pseudo
100422340	SDR42E1P1	31838	pseudo
100422342	PIGUP1	31839	pseudo
100422343	UPF3AP3	31840	pseudo
100422346	SDR42E1P2	31841	pseudo
100422347	SDR42E1P3	31842	pseudo
100422348	SDR42E1P4	31843	pseudo
100422349	PIGFP2	31844	pseudo
100422352	LOC100422352	45262	pseudo
100422354	CHCHD3P2	31845	pseudo
100422363	BUB1P1	31846	pseudo
100422368	LOC100422368	45263	pseudo
100422369	LOC100422369	45264	pseudo
100422371	RIMKLBP2	31847	pseudo
100422372	NDE1P1	31848	pseudo
100422374	QRSL1P3	31849	pseudo
100422375	LOC100422375	45265	pseudo
100422376	LOC100422376	45266	pseudo
100422381	PPP1R10P1	31850	pseudo
100422382	LOC100422382	45267	pseudo
100422384	POLR3DP1	31851	pseudo
100422385	DIMT1P1	31852	pseudo
100422386	ADAD1P1	31853	pseudo
100422391	POLR3GP2	31854	pseudo
100422395	POLR3GP1	31855	pseudo
100422398	LOC100422398	45268	pseudo
100422399	LOC100422399	45269	pseudo
100422402	LOC100422402	45270	pseudo
100422407	ADAD1P2	31856	pseudo
100422408	LOC100422408	45271	pseudo
100422411	PSMD8P1	31857	pseudo
100422413	LOC100422413	45272	pseudo
100422414	LOC100422414	45273	pseudo
100422416	LOC100422416	45274	pseudo
100422417	LOC100422417	45275	pseudo
100422418	LOC100422418	45276	pseudo
100422426	LOC100422426	45277	pseudo
100422429	NAPGP2	31858	pseudo
100422431	NDUFB5P2	31859	pseudo
100422432	LOC100422432	45278	pseudo
100422434	LOC100422434	45279	pseudo
100422437	MYL6BP1	31860	pseudo
100422438	LOC100422438	45280	pseudo
100422440	LOC100422440	45281	pseudo
100422441	LOC100422441	45282	pseudo
100422445	NUDT19P5	31861	pseudo
100422449	LOC100422449	45283	pseudo
100422450	NUDT19P3	31862	pseudo
100422452	NUDT19P4	31863	pseudo
100422453	LOC100422453	45284	pseudo
100422456	LOC100422456	45285	pseudo
100422458	NUDT19P2	31864	pseudo
100422463	LOC100422463	45286	pseudo
100422467	NUDT21P1	31865	pseudo
100422469	B3GNT2P1	31866	pseudo
100422471	LOC100422471	45287	pseudo
100422473	LOC100422473	45288	pseudo
100422478	LOC100422478	45289	pseudo
100422479	LOC100422479	45290	pseudo
100422486	KRR1P1	31867	pseudo
100422490	LOC100422490	45291	pseudo
100422491	LOC100422491	45292	pseudo
100422492	LOC100422492	45293	pseudo
100422493	LOC100422493	45294	pseudo
100422495	LOC100422495	45295	pseudo
100422496	PRPF19P1	31868	pseudo
100422497	LOC100422497	45296	pseudo
100422500	LOC100422500	45297	pseudo
100422501	LOC100422501	45298	pseudo
100422502	LOC100422502	45299	pseudo
100422505	ATP8A2P1	31869	pseudo
100422510	LOC100422510	45300	pseudo
100422513	LOC100422513	45301	pseudo
100422514	ATP5PBP4	31870	pseudo
100422517	BSNDP2	31871	pseudo
100422519	LOC100422519	45302	pseudo
100422523	ATP5PBP1	31872	pseudo
100422524	LOC100422524	45303	pseudo
100422526	LOC100422526	45304	pseudo
100422527	SLC4A1APP2	31873	pseudo
100422528	LOC100422528	45305	pseudo
100422529	LOC100422529	45306	pseudo
100422530	LOC100422530	45307	pseudo
100422531	FCF1P8	31874	pseudo
100422532	NDUFAF4P3	31875	pseudo
100422533	FCF1P1	31876	pseudo
100422535	FCF1P6	31877	pseudo
100422536	FCF1P7	31878	pseudo
100422537	LOC100422537	45308	pseudo
100422540	VTI1BP4	31879	pseudo
